,ARS,BRL,CLP,COP,CRC,EUR,MXN,PEN,date
347,17.301038062283737,3.31,646.287,3013.955,565.62,0.85,19.02,3.24,2017-12-14
348,17.422,3.342,638.692,2996.973,566.26,0.85,19.15,3.25,2017-12-15
349,17.52,3.295,636.74,2994.102,565.94,0.86,19.12,3.3,2017-12-16
350,17.513,3.295,636.74,2994.102,565.94,0.86,19.12,3.297319306,2017-12-17
351,17.575,3.293,636.74,2993.97,565.94,0.86,19.12,3.2972780507,2017-12-18
352,17.575,3.293,622.123,2978.495,565.611,0.85,19.09,3.29,2017-12-19
353,17.61,3.29,620.81,2970.532,565.62,0.85,19.21,3.29,2017-12-20
354,17.730236486149998,3.292,620.694,2957.792,566.26,0.85,19.22,3.27,2017-12-21
355,18.051,3.337,620.54,2966.215,566.893,0.85,19.76,3.27,2017-12-22
356,18.06,3.337,622.2,2965.511,567.86,0.85,19.76,3.24,2017-12-23
357,18.051,3.337,622.2,2965.511,567.86,0.85,19.76,3.24,2017-12-24
358,18.051,3.337,622.51,2961.471,567.86,0.85,19.76,3.23711424535,2017-12-25
359,18.051,3.337,622.51,2961.471,567.86,0.85,19.77,3.24,2017-12-26
360,18.32,3.32,619.042,2962.261,566.9,0.85,19.87,3.2407983126,2017-12-27
361,18.45004130805,3.315,616.333,2975.748,568.19,0.85,19.69,3.25,2017-12-28
362,19.5000195000195,3.312,614.817,2984.006,568.51,0.84,19.72,3.24096024745,2017-12-29
363,18.9500227555,3.312,615.385,2988.822,569.4760820045558,0.84,19.67,3.24,2017-12-30
364,18.9500289621,3.312,615.385,2988.822,569.476,0.84,19.67,3.24,2017-12-31
365,18.95016107636915,3.312209889,615.385,2988.822,569.48,0.84,19.67,3.24,2018-01-01
